ticker,name,sector,status,entry_date,entry_price,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,last_sector_momentum,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,return_pct,holding_days,news_source,news_sentiment,news_reason,customer_concentration,customer_concentration_reason
2006.TW,Tung Ho Steel Enterprise Corporation,Basic Materials,open,2026-09-02,80.69999694824219,0.7385224075216617,1.0971731448763251,0.2462550898512692,0.201509339152061,2026-09-02,82.69999694824219,0.7128976228241923,0.4120969916689139,0.2267101588378353,0.024783148396928967,0.024783148396928967,2026-09-02,,,,,,ollama,positive,"L'action de Tung Ho Steel Enterprise Corporation est affectée par des actualites positives, telles que la securedure de 25 millions de dollars de finance et la reconnaissance de Taiwan comme leader dans l'urban mining.",concentrated,"le texte ne mentionne qu'un seul grand groupe comme client principal et ne précise pas si le secteur public est un seul client ou plusieurs, mais il ne mentionne pas non plus de diversification de clients"
4503.T,Astellas Pharma Inc.,Healthcare,open,2026-09-02,2355.5,0.7306376595635848,1.180161943319838,0.4134120217072097,0.0639756046582669,2026-09-02,2389.5,0.7046446441807865,0.5042053470821488,0.076582700636564,0.014434302695818246,0.014434302695818246,2026-09-02,,,,,,ollama,positive,"L'actualité présente des développements positifs pour Astellas Pharma Inc., tels que l'expansion de son accord avec Trump sur les prix des médicaments et la croissance des actions de santé, ce qui suggère un ton positif pour l'action.",concentrated,"La description de l'activité d'Astellas Pharma Inc. ne mentionne aucun client principal ou contrat gouvernemental unique, ce qui suggère une concentration sur une base de clients large et diversifiée."
4507.T,"Shionogi & Co., Ltd.",Healthcare,open,2026-09-02,2882.0,0.7152599944041615,1.1811740890688258,0.1676521237984809,0.0639756046582669,2026-09-02,2982.0,0.6479839686275546,0.1353689465649146,0.076582700636564,0.03469812630117963,0.03469812630117963,2026-09-02,,,,,,ollama,positive,"Les actualites presentes montrent un ton general positif, avec des informations sur des resultats de quarts, des approvals de medicaments et des acquisitions, qui suggererent une perspective optimiste pour l'action de Shionogi & Co., Ltd.",diversified,"L'entreprise fournit des produits et des services à un large public (pharmaceuticals, diagnostic reagents, medical devices), ainsi que des services B2B à de nombreux clients, tels que les contrats gouvernementaux, les services d'analyse et les solutions éducatives, ce qui suggère une base de clients"
MU,"Micron Technology, Inc.",Technology,open,2026-09-02,935.3900146484376,0.7001970297048259,1.4199640287769784,5.926737025056628,0.1250654211554328,2026-09-02,939.7899780273438,0.7309771655330994,4.739115184703714,0.1233014543476622,0.004703881065653448,0.0249521220611752,2026-09-02,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des articles sur des ",diversified,"L'entreprise vend ses produits à de nombreux clients différents, notamment dans des marchés tels que le data center, les PC, les graphiques, la networking, l'automobile, l'industrie et le consommateur embedded, ce qui suggère une base de clients large et diversifiée."
ITUB4.SA,Itaú Unibanco Holding S.A.,Financial Services,closed,2026-09-02,39.5018196105957,0.6401592114441828,1.15625,0.2403300813377973,0.1818403811520965,2026-09-02,39.880001068115234,0.6246056060145186,0.1258683345416338,0.1927808528325127,0.009573773088116,0.009573773088116,2026-09-02,2026-09-02,39.880001068115234,momentum_perdu,0.009573773088116,0.0,ollama,positive,"L'actualité présente plusieurs éléments positifs, tels que l'approbation de la charte bancaire américaine d'Itaú Unibanco, qui pourrait élargir sa franchise de banque de richesse, ainsi que des résultats positifs pour l'action, tels que le gain de 10% de Nu Holdings et la nomination de nouveaux memb",diversified,"l'entreprise sert un large public, des clients B2B, des microentreprises, des petites et moyennes entreprises, ainsi que des clients institutionnels de haut niveau"
PINFRA.MX,"Promotora y Operadora de Infraestructura, S. A. B. de C. V.",Industrials,closed,2026-09-02,261.70001220703125,0.6356802912926358,1.3441133720930234,0.1727196576222214,0.121234421411134,2026-09-02,260.6700134277344,0.6421434386305187,0.044985992943646,0.1193023652192934,-0.0039357995080337,0.0,2026-09-02,2026-09-02,260.6700134277344,momentum_perdu,-0.0039357995080337,0.0,ollama,positive,"L'actualité mentionne un article de DataDrivenInvestor qui décrit PINFRA comme une 'forteresse financière cachée en plain sight', ce qui suggère une analyse positive de l'action.",diversified,"Le texte indique que l'entreprise fournit une gamme de services et de produits, ce qui suggère qu'elle a un bassin de clients large et diversifié, mais il n'y a pas d'informations suffisantes pour déterminer avec certitude la concentration de ses clients."
2303.TW,United Microelectronics Corporation,Technology,open,2026-09-02,126.0,0.6342630322480409,1.2342625899280577,2.0387858431394714,0.1250654211554328,2026-09-02,126.0,0.6712982782486514,1.880521224401695,0.1233014543476622,0.0,0.0,2026-09-02,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de performances solides, de croissance et de valeurs attractives, ce qui suggere un ton general positif pour l'action de UMC.",concentrated,"L'entreprise semble dépendre d'un petit nombre de clients, notamment pour la fabrication de circuits intégrés, ce qui suggère une concentration de la base de clients."
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,open,2026-09-02,44.90499877929688,0.6294094998399291,1.1108193277310925,0.0905195900521054,0.002606337303682,2026-09-02,45.39500045776367,0.6098566125248623,0.05856798491567572,0.0,0.010911962850173929,0.010911962850173929,2026-09-02,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des annonces de ventes de Pizza Hut et des prévisions de croissance pour Yum China Holdings, Inc. [verification 'sues' : resolu favorablement (3/3 votes) -- Aucune indication de risque actif ou non résolu, le titre ne décrit pas d'événement négatif ou d'incertitude lié à YUMC.]",concentrated,"La description mentionne une forte présence de marques sous franchise, notamment KFC et Pizza Hut, ce qui suggère une dépendance importante à un petit nombre de clients principaux."
9942.TW,NAK Sealing Technologies Corporation,Consumer Cyclical,open,2026-09-02,115.5,0.6289802894073993,1.273109243697479,0.1102171891543526,0.002606337303682,2026-09-02,114.5,0.6450168910484018,0.10978233251955549,0.0,-0.008658008658008698,0.0,2026-09-02,,,,,,ollama,negative,"Aucune information positive n'est disponible dans les actualites fournies, les reports d'earnings sont souvent associés à une baisse des prix.",diversified,"l'entreprise sert des marchés diversifiés tels que le sector automobile, industriel, agricole, hydraulique, pneumatique, de construction et de minier, avec des clients B2B et un public général"
1802.T,Obayashi Corporation,Industrials,open,2026-09-02,2970.0,0.6080742113881794,1.0919331395348837,0.3588511609179976,0.121234421411134,2026-09-02,3006.0,0.5865933581068212,0.24701656804300298,0.1161153498626671,0.0121212121212122,0.0121212121212122,2026-09-02,,,,,,ollama,positive,"L'actualité présente plusieurs éléments positifs, tels que la vente de Multiplex à Obayashi pour 650 millions de dollars, une forte performance de 78,64% des actions au cours d'un an, et des projets de développement de nouveaux marchés, ce qui suggère une croissance et une expansion de l'entreprise.",diversified,"L'entreprise engage en construction, développe et gère des propriétés, produit de l'énergie renouvelable, fournit des services techniques et participate à des PPP, ce qui suggère une base de clients large et diversifiée."
MD,"Pediatrix Medical Group, Inc.",Healthcare,open,2026-09-02,26.799999237060547,0.6048799676042786,1.0161943319838058,0.5403835932100602,0.0639756046582669,2026-09-02,26.8799991607666,0.6062577457054914,0.565970121924557,0.076582700636564,0.0029850718650552555,0.0050373221166046,2026-09-02,,,,,,ollama,positive,"Bien que les actualites mentionnent des points de vue critiques sur Pediatrix Medical Group, le ton general est dominé par des commentaires positifs sur son croissance et ses performances financieres.",concentrated,"Le texte ne fournit aucune information sur la base de clients de Pediatrix Medical Group, Inc., mais indique qu'elle fournit des services à des clients spécifiques, tels que des hôpitaux et des femmes enceintes, ce qui suggère une concentration dans un marché très spécifique."
BVS,Bioventus Inc.,Healthcare,open,2026-09-02,13.789999961853027,0.5566785468368782,1.0465587044534417,0.779729717103472,0.0639756046582669,2026-09-02,14.029999732971191,0.5499204911415205,1.040358669922274,0.076582700636564,0.017403899331549733,0.0224800885042963,2026-09-02,,,,,,ollama,positive,"Les actualites recentes sur Bioventus Inc. (BVS) suggèrent une tendance positive, avec des performances solides en termes de ventes et de bénéfices, ainsi qu'une révision de la stratégie et une évaluation comme une action sous-évaluée.",diversified,"Le texte mentionne une gamme de produits pour différents types de clients, notamment des patients, des médecins, des établissements de santé, des distributeurs et des détaillants, ce qui suggère une base de clients large et diversifiée."
