ticker,name,sector,country,status,currency,fractional,entry_date,entry_price,shares,entry_value_eur,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,current_value_eur,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,exit_value_eur,return_pct,holding_days,news_source,news_sentiment,news_reason,customer_concentration,customer_concentration_reason
GOOGL,Alphabet Inc.,Communication Services,United States,open,USD,True,2026-09-07,338.4599914550781,0.0572455848046994,16.666666666666668,0.4292724315409733,1.3737623762376237,0.3986589199719379,0.0018975127083582,2026-09-24,337.8299865722656,0.3640003146269837,0.3986589199719379,16.9934211428138,-0.001861386570696344,0.0677185310121843,2026-09-22,,,,,,,ollama,positive,"Les actualites presentes sont majoritairement positives, avec des annonces de nouveaux investissements et de nouveaux partenariats pour Alphabet Inc., notamment avec Anthropic et Pixxel, ainsi qu'une mention positive de la performance de Google dans le domaine de l'espace.",concentrated,10-K SEC (2026-02-05) : customer or groups of affiliated customers represented more than 10% of our revenue [https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm]
9942.TW,NAK Sealing Technologies Corporation,Consumer Cyclical,Taiwan,open,TWD,False,2026-09-07,114.0,5.0,15.5402270160309,0.6850992987612634,1.269392033542977,0.1097823325195554,0.0036748849442611,2026-09-24,113.5,0.665076458448637,0.10978233251955549,15.660788907659839,-0.004385964912280715,0.0087719298245614,2026-09-22,,,,,,,ollama,positive,L'actualité mentionne une publication de résultats financiers positifs pour la deuxième trimestre et les six premiers mois de l'année 2026.,diversified,"l'entreprise sert des marchés diversifiés tels que le sector automobile, industriel, agricole, hydraulique, pneumatique, de construction et de minier, avec des clients B2B et un public général"
SENEB,Seneca Foods Corporation,Consumer Defensive,United States,open,USD,True,2026-09-07,208.52999877929688,0.0464569612460073,8.333333333333334,0.7382663731032517,1.1523255813953488,0.8533014178846441,0.0287882848640419,2026-09-24,187.4199981689453,0.9311222313951732,0.8533014178846441,7.650808940461809,-0.10123244009939247,-0.0973960469835775,2026-09-11,,,,,,,ollama,positive,"Les actualites recentes sur Seneca Foods Corporation (SENEA) suggere un ton general positif, avec des articles qui soulignent son croissance, son acquisition de Green Giant Frozen et son rendement financier solide, ainsi que des analyses positives de la part d'analystes et de particuliers.",concentrated,10-K SEC (2026-06-11) : ten customers represented approximately 56% and 53% of net sales [https://www.sec.gov/Archives/edgar/data/88948/000143774926020290/senea20260331_10k.htm]
DINO,HF Sinclair Corporation,Energy,United States,open,USD,True,2026-09-07,105.4100036621094,0.3676186219658423,33.333333333333336,0.4298824767292535,1.0583333333333331,1.004672472361337,0.4464022363590552,2026-09-24,106.13999938964844,0.5420871955519311,1.004672472361337,34.28603086684895,0.006925298379450107,0.1126078617285377,2026-09-18,,,,,,,ollama,positive,"Les actualites presentes montrent une action positive sur HF Sinclair Corporation, avec des actions de buyback, des registrations de parts et des analyses positives de la part de Goldman Sachs et de Zacks.com, indiquant une confiance croissante dans la company.",concentrated,"Le texte suggère que HF Sinclair Corporation dépend principalement d'un petit nombre de clients, tels que les 1 700 stations qu'elle approvisionne et les clients gouvernementaux, ce qui indique une concentration du marché."
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Brazil,open,BRL,False,2026-09-07,17.3700008392334,2.0,5.8360073365969445,0.6291180462889885,1.20625,0.2682496115739479,0.1916210237806628,2026-09-24,18.040000915527344,0.5530314171650372,0.26824954334288487,6.133446796120487,0.03857225353614413,0.0644789221515198,2026-09-22,,,,,,,ollama,positive,"L'action B3 S.A. présente une tendance positive avec des actualités positives sur la croissance des revenus, de nouvelles offres de produits et une augmentation de la valeur des actions.",concentrated,"l'entreprise semble dépendre d'un très petit nombre de clients, notamment le client principal et les contrats gouvernementaux."
BVS,Bioventus Inc.,Healthcare,United States,open,USD,True,2026-09-07,14.06999969482422,1.377067559636616,16.666666666666668,0.5357967142358011,1.045731707317073,1.040358669922274,0.1038608722753562,2026-09-24,13.609999656677246,0.5025007163842048,1.040358669922274,16.46849794638244,-0.03269367790506705,-0.0298507523385695,2026-09-22,,,,,,,ollama,positive,"Les actualites recentes sur Bioventus Inc. (BVS) suggèrent un ton general positif, avec des performances solides en termes de ventes et de bénéfices, ainsi que des recommandations de divers analystes et des articles qui soulignent les opportunités de croissance et la valeur potentielle de l'action.",diversified,"Le texte mentionne une gamme de produits pour différents types de clients, notamment des patients, des médecins, des établissements de santé, des distributeurs et des détaillants, ce qui suggère une base de clients large et diversifiée."
2404.TW,"United Integrated Services Co., Ltd.",Industrials,Taiwan,open,TWD,False,2026-09-07,1080.0,1.0,29.444640661953287,0.5327504414945263,1.4274781341107872,0.2210448961994704,0.1193737788155853,2026-09-24,1260.0,0.4163630332483572,0.22104489619947043,34.77109079057515,0.16666666666666674,0.16666666666666674,2026-09-24,,,,,,,ollama,positive,"L'action de United Integrated Services Co., Ltd. (2404.TW) a connu une augmentation de son EPS record et un backlog d'ordres approchant les 200 milliards de dollars, indiquant une performance solide et une confiance croissante dans l'entreprise.",diversified,"L'entreprise propose une gamme d'activités et de services qui englobent des projets de construction, de maintenance, de conception, d'installation et de trading, ce qui suggère une base de clients large et diversifiée."
1878.T,"Daito Trust Construction Co.,Ltd.",Real Estate,Japan,open,JPY,False,2026-09-07,3255.0,4.0,72.51704061225523,0.3712711765108334,1.138121546961326,0.0495361118530111,0.037658011358747,2026-09-24,3310.0,0.3368401403214767,0.0495361118530111,73.63328057265309,0.016897081413210335,0.0420890937019968,2026-09-17,,,,,,,ollama,positive,"L'entreprise développe de nouveaux projets et des activités dans de nouveaux marchés, ce qui suggère une expansion et une croissance potentielle.",concentrated,"L'entreprise semble se concentrer sur une petite base de clients, avec des activités spécialisées et un engagement dans des secteurs tels que les logements et les services de gestion."
3044.TW,Tripod Technology Corporation,Technology,Taiwan,open,TWD,False,2026-09-07,493.0,1.0,13.440933191058306,0.5083493970001565,1.221187943262411,0.6979320984207729,0.1823536824323966,2026-09-24,536.0,0.3261280018393322,0.6979320984207729,14.79151163789546,0.0872210953346857,0.1075050709939147,2026-09-23,,,,,,,ollama,negative,Aucune information positive ou neutre n'est disponible dans les actualités fournies.,diversified,"Le texte mentionne plusieurs applications (memoires, TFT LCD, hard disk drives, serveurs, etc.) et plusieurs pays de production, ce qui suggère une base de clients large et diversifiée."
AMZN,"Amazon.com, Inc.",Consumer Cyclical,United States,open,USD,True,2026-09-07,258.510009765625,0.0749500576840561,16.666666666666668,0.3971922339325728,1.279874213836478,0.1830850314182188,0.0036748849442611,2026-09-24,249.27000427246094,0.41967310826193205,0.18308503141821886,16.416577483341396,-0.03574331803066888,0.0011991704262237,2026-09-21,,,,,,,ollama,negative,"L'actualité présente plusieurs éléments négatifs, tels que la chute du stock de SpaceX, la liste noire de l'Anthropic, l'accident d'un avion Amazon à Miami, et des réductions de position dans les portefeuilles d'investissement, ce qui suggère un ton général négatif pour l'action.",diversified,"Le texte décrit l'entreprise comme servie à la fois au grand public, à des développeurs, des entreprises, des créateurs de contenu, des annonceurs et des employés, indiquant une large base de clients diversifiée."
ABEV3.SA,Ambev S.A.,Consumer Defensive,Brazil,open,BRL,False,2026-09-07,15.739999771118164,6.0,15.865069033525833,0.5111600863940418,1.336046511627907,0.3156527993596751,0.0287882848640419,2026-09-24,15.300000190734863,0.5073206374541124,0.31565283426487234,15.605609598899914,-0.027954230418139492,0.0101651746975053,2026-09-14,,,,,,,ollama,positive,"Les actualites presentes montrent une croissance revenue et des marges expansionnees, ainsi qu'une activation renforcee du World Cup, ce qui suggere un ton general positif pour l'action.",diversified,"L'entreprise propose une large gamme de boissons à travers divers marchés, ce qui suggère une base de clients large et diversifiée."
FHI,"Federated Hermes, Inc.",Financial Services,United States,open,USD,True,2026-09-07,62.400001525878906,0.3105022383020946,16.666666666666668,0.5745578606380668,1.24,0.258481673141802,0.1916210237806628,2026-09-24,57.560001373291016,0.6910264263677661,0.2584817680613112,15.704573956114944,-0.07756410311273176,-0.0225961508482871,2026-09-11,,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de croissance de l'AUM, de nouvelles opportunites de tokenisation, de performances solides et de recommandations positives des brokerages.",diversified,"FHI fournit ses services à une large gamme de clients, y compris individuels, institutions financières, organisations caritatives, gouvernements et professionnels du conseil investment, ce qui suggère une base de clients large et diversifiée."
MD,"Pediatrix Medical Group, Inc.",Healthcare,United States,open,USD,True,2026-09-07,27.030000686645508,0.3584043590759533,8.333333333333334,0.5772300090066689,1.0152439024390243,0.565970121924557,0.1038608722753562,2026-09-24,25.860000610351562,0.6671483506232803,0.565970121924557,8.144087707656494,-0.043285240346738085,-0.0026267499464595,2026-09-14,,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de croissance, de performances solides et de confiance des investisseurs, ce qui suggere un ton general positif pour l'action de Pediatrix Medical Group, Inc.",concentrated,"Le texte ne fournit aucune information sur la base de clients de Pediatrix Medical Group, Inc., mais indique qu'elle fournit des services à des clients spécifiques, tels que des hôpitaux et des femmes enceintes, ce qui suggère une concentration dans un marché très spécifique."
NDX1.DE,Nordex SE,Industrials,Germany,open,EUR,True,2026-09-07,40.65999984741211,0.2049516321841237,8.333333333333334,0.2809530541260214,1.1803935860058308,0.7311927981312882,0.1193737788155853,2026-09-24,40.720001220703125,0.26390427761870106,0.7311927981312882,8.345630712722615,0.0014756855267139546,0.0304968441495387,2026-09-23,,,,,,,ollama,positive,"L'action de Nordex SE est soutenue par des actualites positives sur les ventes, les bénéfices et les ordres, ainsi que par des prévisions de croissance et de valeur intrinsèque.",concentrated,"L'entreprise seeme se concentrer sur un client principal et une région spécifique (Europe, North America, Latin America) avec une présence importante en Turquie, ce qui suggere une base de clients concentrée."
PATH,"UiPath, Inc.",Technology,United States,open,USD,True,2026-09-07,15.1899995803833,0.6377663159668964,8.333333333333334,0.421481571417571,1.2309397163120568,0.3953662120035093,0.1823536824323966,2026-09-24,13.039999961853027,0.6120207693973134,0.3953662120035093,7.307684624030016,-0.1415404659593823,-0.0217182223183779,2026-09-14,,,,,,,ollama,negative,"L'actualité présente une baisse significative du cours de l'action (17%) après le rapport des résultats financiers, ainsi que des préoccupations quant à la concurrence et à la croissance du groupe.",concentrated,"10-K SEC (2026-03-25) : customers with ARR of $1 million or more, which accounted for approximately 89% and 52% of our revenue [https://www.sec.gov/Archives/edgar/data/1734722/000173472226000012/path-20260131.htm]"
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,China,open,USD,True,2026-09-07,43.59999847412109,0.2221942754807641,8.333333333333334,0.5861837124850786,1.109538784067086,0.058567889093656,0.0036748849442611,2026-09-24,40.849998474121094,0.734683366131103,0.05856798491567572,7.97563992391471,-0.06307339670280643,-0.0174311547736474,2026-09-14,,,,,,,ollama,positive,"Les actualites recentes sur YUMC suggererent des investissements et des ventes de parts, ainsi que des analyses positives sur la valeur de l'action, ce qui indique un ton general positif.",concentrated,"La description mentionne une forte présence de marques sous franchise, notamment KFC et Pizza Hut, ce qui suggère une dépendance importante à un petit nombre de clients principaux."
